,Date,Open,High,Low,Close,Volume
436,2022-06-28,17.3,17.4,17.0,17.2,"153,177"
437,2022-06-27,17.8,17.8,17.2,17.25,"144,096"
438,2022-06-24,17.0,17.45,16.95,17.3,"284,675"
439,2022-06-23,17.35,17.45,16.85,17.1,"261,214"
440,2022-06-22,16.4,17.8,16.4,17.3,"808,453"
441,2022-06-21,16.9,16.9,16.5,16.7,"233,897"
442,2022-06-20,16.85,16.95,16.25,16.4,"317,912"
443,2022-06-17,16.5,17.0,16.3,16.85,"396,844"
444,2022-06-16,17.25,17.3,16.1,16.3,"527,531"
445,2022-06-15,17.0,17.1,16.95,17.0,"243,597"
446,2022-06-14,17.3,17.75,16.95,17.0,"468,225"
447,2022-06-13,17.9,17.9,17.4,17.55,"150,256"
448,2022-06-10,18.0,18.25,17.8,17.9,"202,206"
449,2022-06-09,18.2,18.2,17.95,18.05,"116,914"
450,2022-06-08,18.15,18.35,18.0,18.05,"192,080"
451,2022-06-07,18.55,18.55,17.95,18.05,"184,572"
452,2022-06-06,18.4,18.55,18.25,18.4,"270,671"
453,2022-06-03,18.9,18.95,18.3,18.4,"246,188"
454,2022-06-02,18.9,18.9,18.45,18.75,"200,165"
455,2022-06-01,18.9,19.1,18.7,18.75,"466,047"
456,2022-05-31,19.9,19.9,18.8,18.9,"363,558"
457,2022-05-30,18.65,19.0,18.25,18.85,"492,354"
458,2022-05-27,18.15,18.35,17.7,18.25,"554,426"
459,2022-05-26,17.75,17.9,17.25,17.8,"873,563"
460,2022-05-25,17.5,17.5,16.55,16.8,"484,921"
461,2022-05-24,17.55,17.55,17.3,17.45,"210,199"
462,2022-05-23,17.8,18.05,17.25,17.35,"312,892"
463,2022-05-20,17.75,17.85,17.65,17.8,"245,853"
464,2022-05-19,17.8,17.8,17.35,17.55,"313,339"
465,2022-05-18,18.15,18.25,17.8,17.9,"456,758"
466,2022-05-17,17.65,17.9,17.55,17.85,"300,295"
467,2022-05-16,17.15,17.7,17.15,17.5,"525,288"
468,2022-05-13,16.7,17.35,16.7,17.0,"623,034"
469,2022-05-12,17.3,17.3,16.5,16.65,"546,224"
470,2022-05-11,17.95,17.95,17.0,17.15,"627,445"
471,2022-05-10,18.15,18.25,17.5,17.65,"510,407"
472,2022-05-09,18.35,18.6,18.0,18.05,"879,143"
473,2022-05-06,17.85,18.55,17.75,18.4,"613,728"
474,2022-05-05,18.4,18.9,18.0,18.1,"687,643"
475,2022-05-04,18.65,18.8,18.25,18.3,"442,917"
476,2022-05-02,18.55,18.7,18.3,18.5,"388,667"
477,2022-04-29,19.0,19.0,18.7,18.8,"304,961"
478,2022-04-28,19.2,19.2,18.7,18.85,"255,778"
479,2022-04-27,18.95,19.05,18.7,18.85,"359,755"
480,2022-04-26,19.35,19.4,18.8,18.95,"873,515"
481,2022-04-25,19.5,19.5,19.0,19.1,"263,112"
482,2022-04-22,19.8,19.9,19.55,19.6,"263,953"
483,2022-04-21,19.65,20.0,19.65,19.85,"462,357"
484,2022-04-20,19.8,20.05,19.65,19.95,"399,498"
485,2022-04-19,19.75,20.15,19.4,19.8,"769,892"
486,2022-04-18,19.7,19.7,19.3,19.35,"217,881"
487,2022-04-13,19.9,19.95,19.55,19.6,"410,354"
488,2022-04-12,20.1,20.2,19.5,19.8,"767,672"
489,2022-04-11,20.45,20.45,20.05,20.1,"568,455"
490,2022-04-08,20.75,20.85,20.2,20.35,"728,332"
491,2022-04-07,20.35,21.55,20.15,20.5,"2,389,922"
492,2022-04-06,19.45,20.35,19.2,20.2,"1,121,299"
493,2022-04-05,19.45,19.6,19.3,19.45,"627,722"
494,2022-04-04,19.2,19.4,18.9,19.3,"605,185"
496,2022-04-01,18.35,19.05,18.35,18.9,"812,426"
497,2022-03-31,18.85,18.9,18.25,18.35,"731,959"
498,2022-03-30,18.05,19.35,17.95,18.9,"927,669"
499,2022-03-29,18.05,18.3,17.7,17.85,"872,717"
500,2022-03-28,18.45,18.6,18.0,18.05,"963,318"
501,2022-03-25,18.6,18.8,18.45,18.5,"652,927"
502,2022-03-24,18.85,18.95,18.5,18.6,"748,047"
503,2022-03-23,19.25,19.3,18.75,18.85,"485,109"
504,2022-03-22,19.2,19.2,18.85,19.0,"416,562"
505,2022-03-21,18.85,19.5,18.75,19.0,"801,898"
506,2022-03-17,18.6,18.7,18.5,18.55,"345,064"
507,2022-03-16,18.6,18.7,18.4,18.5,"350,274"
508,2022-03-15,18.75,18.85,18.35,18.5,"419,005"
509,2022-03-14,18.75,18.9,18.5,18.6,"458,658"
510,2022-03-11,18.6,18.95,18.55,18.7,"299,013"
511,2022-03-10,18.9,19.1,18.65,18.85,"480,155"
512,2022-03-09,18.1,18.6,18.1,18.45,"641,742"
513,2022-03-08,18.0,18.2,17.75,18.1,"645,906"
514,2022-03-07,18.0,18.05,17.5,17.8,"912,286"
515,2022-03-04,18.4,18.55,18.2,18.25,"554,537"
516,2022-03-03,18.5,18.65,18.35,18.45,"401,973"
517,2022-03-02,18.0,18.45,17.8,18.3,"478,056"
518,2022-02-28,18.5,18.5,17.9,18.2,"430,577"
519,2022-02-25,17.85,18.9,17.85,18.05,"803,976"
520,2022-02-24,18.3,18.85,17.5,17.6,"1,164,429"
521,2022-02-23,19.25,19.5,19.1,19.2,"282,425"
522,2022-02-22,18.85,19.25,18.4,19.0,"799,664"
523,2022-02-21,19.95,20.1,19.65,19.75,"550,727"
524,2022-02-18,20.15,20.25,20.0,20.1,"167,078"
525,2022-02-17,20.8,20.8,20.2,20.25,"365,843"
526,2022-02-16,20.5,20.7,20.45,20.55,"287,541"
527,2022-02-15,20.35,20.5,19.7,20.4,"730,279"
528,2022-02-14,19.75,20.6,19.75,20.1,"573,193"
529,2022-02-11,20.75,21.15,20.75,20.8,"520,777"
530,2022-02-10,21.35,21.45,21.1,21.2,"519,075"
531,2022-02-09,21.25,21.4,21.1,21.2,"400,904"
532,2022-02-08,21.75,21.8,21.05,21.2,"841,108"
533,2022-02-07,21.8,22.05,21.4,21.5,"1,099,052"
534,2022-02-04,22.0,22.1,21.45,21.55,"680,200"
535,2022-02-03,21.8,22.7,21.65,22.0,"1,242,665"
536,2022-02-02,21.45,21.8,21.35,21.7,"696,196"
537,2022-02-01,22.05,22.3,21.2,21.4,"1,530,367"
538,2022-01-31,22.3,22.3,21.55,21.75,"742,920"
539,2022-01-28,21.9,22.75,21.5,21.6,"2,294,612"
540,2022-01-27,20.8,21.9,20.5,21.75,"1,331,969"
541,2022-01-25,20.0,21.0,20.0,20.85,"850,838"
542,2022-01-24,21.05,21.1,20.0,20.25,"761,538"
543,2022-01-21,21.4,21.4,21.0,21.05,"558,436"
544,2022-01-20,21.5,21.7,21.3,21.4,"523,801"
545,2022-01-19,21.25,21.7,21.15,21.6,"768,910"
546,2022-01-18,21.55,21.7,21.25,21.4,"420,999"
547,2022-01-17,21.75,21.8,21.4,21.5,"784,056"
548,2022-01-14,21.5,21.9,21.5,21.6,"536,168"
549,2022-01-13,21.95,22.25,21.55,21.7,"903,538"
550,2022-01-12,21.8,22.15,21.65,21.75,"572,577"
551,2022-01-11,22.45,22.45,21.7,21.85,"572,544"
552,2022-01-10,21.6,22.6,21.55,22.2,"1,852,142"
553,2022-01-07,21.85,21.95,21.4,21.6,"672,566"
554,2022-01-06,21.7,21.85,21.35,21.6,"510,531"
555,2022-01-05,21.5,22.1,21.4,21.75,"914,327"
556,2022-01-04,21.3,21.65,21.3,21.5,"373,545"
557,2022-01-03,21.1,21.7,21.1,21.45,"396,846"
558,2021-12-31,21.3,21.55,21.2,21.25,"394,424"
559,2021-12-30,21.45,21.55,21.15,21.3,"550,400"
560,2021-12-29,21.6,21.7,21.3,21.45,"394,885"
561,2021-12-28,21.55,21.75,21.4,21.5,"353,776"
562,2021-12-27,21.8,21.8,21.2,21.55,"762,561"
563,2021-12-24,21.3,23.25,20.75,21.95,"1,816,421"
564,2021-12-23,21.0,21.45,21.0,21.1,"576,991"
565,2021-12-22,21.2,21.35,20.9,21.05,"655,671"
566,2021-12-21,21.15,21.65,20.85,21.0,"1,132,018"
567,2021-12-20,21.2,21.45,19.9,21.15,"1,375,416"
568,2021-12-17,22.0,22.0,21.35,21.5,"672,196"
569,2021-12-16,22.5,22.5,21.85,21.95,"613,810"
570,2021-12-15,22.45,22.6,22.1,22.25,"661,975"
571,2021-12-14,22.1,22.7,22.1,22.35,"772,260"
572,2021-12-13,23.5,23.7,22.85,22.95,"1,192,100"
573,2021-12-10,22.8,23.85,22.35,23.25,"1,843,274"
574,2021-12-09,21.75,23.1,21.6,22.6,"1,292,143"
575,2021-12-08,21.8,22.0,21.7,21.8,"456,891"
576,2021-12-07,21.5,21.8,21.5,21.65,"353,652"
577,2021-12-06,21.8,21.9,21.3,21.4,"480,442"
578,2021-12-03,21.5,21.95,21.5,21.75,"335,981"
579,2021-12-02,21.55,21.8,21.25,21.6,"416,255"
580,2021-12-01,21.7,21.8,21.15,21.4,"308,565"
581,2021-11-30,21.5,21.9,21.05,21.3,"572,560"
582,2021-11-29,21.65,22.05,21.3,21.5,"807,763"
583,2021-11-26,22.5,22.5,21.7,22.05,"969,895"
584,2021-11-25,22.85,23.65,21.9,22.8,"1,922,523"
585,2021-11-24,22.95,23.65,22.5,22.7,"4,734,226"
586,2021-11-23,20.4,20.75,20.15,20.55,"412,278"
587,2021-11-22,21.15,21.3,19.85,20.25,"1,029,572"
588,2021-11-18,21.6,21.65,21.1,21.15,"702,277"
589,2021-11-17,21.6,21.85,21.45,21.5,"330,421"
590,2021-11-16,21.65,21.85,21.5,21.6,"443,232"
591,2021-11-15,21.65,22.1,21.5,21.8,"690,712"
592,2021-11-12,21.85,22.05,21.8,21.9,"338,969"
593,2021-11-11,22.1,22.1,21.75,21.85,"501,457"
594,2021-11-10,22.3,22.85,21.75,21.9,"1,403,534"
595,2021-11-09,22.3,22.8,22.05,22.45,"753,387"
596,2021-11-08,22.15,22.35,21.8,22.2,"896,582"
597,2021-11-04,22.0,22.15,21.95,22.05,"177,546"
598,2021-11-03,22.1,22.2,21.65,21.75,"336,159"
599,2021-11-02,22.0,22.05,21.75,21.9,"363,895"
600,2021-11-01,21.8,22.1,21.65,21.8,"538,626"
601,2021-10-29,22.1,22.1,21.3,21.85,"501,394"
602,2021-10-28,23.15,23.15,21.95,22.1,"684,973"
603,2021-10-27,23.7,23.8,22.8,22.85,"997,578"
604,2021-10-26,22.8,23.95,22.65,23.6,"3,066,867"
605,2021-10-25,23.2,23.25,22.25,22.55,"753,127"
606,2021-10-22,23.25,23.4,22.7,22.85,"657,692"
607,2021-10-21,22.7,23.4,22.45,23.0,"1,139,156"
608,2021-10-20,22.65,22.85,22.2,22.5,"1,224,596"
609,2021-10-19,24.0,24.05,22.25,22.5,"989,553"
610,2021-10-18,23.4,23.9,23.25,23.6,"934,754"
611,2021-10-14,23.6,23.7,23.15,23.2,"580,517"
612,2021-10-13,23.5,23.7,23.15,23.3,"942,701"
613,2021-10-12,22.5,23.45,22.35,23.05,"1,120,218"
614,2021-10-11,22.75,23.0,22.6,22.65,"810,967"
615,2021-10-08,22.3,22.9,22.3,22.75,"960,952"
616,2021-10-07,22.4,22.8,22.15,22.25,"637,074"
617,2021-10-06,23.0,23.2,22.05,22.2,"1,049,476"
618,2021-10-05,22.35,23.85,22.15,22.7,"1,780,924"
619,2021-10-04,22.55,22.75,22.3,22.45,"1,043,727"
620,2021-10-01,21.8,22.45,21.5,22.3,"1,481,675"
621,2021-09-30,22.0,25.15,21.8,22.15,"7,313,845"
622,2021-09-29,20.95,21.7,20.75,21.2,"1,162,108"
623,2021-09-28,21.1,21.25,20.85,20.95,"776,243"
624,2021-09-27,21.0,21.35,20.6,20.7,"709,944"
625,2021-09-24,21.1,21.4,20.85,21.0,"587,929"
626,2021-09-23,21.55,21.65,21.05,21.1,"758,833"
627,2021-09-22,21.4,21.7,21.1,21.25,"598,843"
628,2021-09-21,21.5,21.7,20.75,21.4,"1,023,549"
629,2021-09-20,22.55,22.75,21.3,21.45,"2,490,584"
630,2021-09-17,23.2,24.35,22.2,23.2,"3,595,030"
631,2021-09-16,21.25,23.55,20.95,23.2,"5,667,599"
632,2021-09-15,20.75,21.6,20.55,21.25,"1,112,908"
633,2021-09-14,20.45,20.85,20.4,20.5,"697,922"
634,2021-09-13,20.65,20.75,20.45,20.5,"542,357"
635,2021-09-09,20.7,20.8,20.5,20.65,"3,911,067"
636,2021-09-08,20.45,20.65,20.4,20.45,"627,243"
637,2021-09-07,21.05,21.05,20.3,20.45,"4,001,892"
638,2021-09-06,21.0,21.15,20.65,20.75,"660,227"
639,2021-09-03,20.9,21.25,20.7,20.85,"888,561"
640,2021-09-02,20.95,20.95,20.65,20.7,"380,124"
641,2021-09-01,20.85,21.1,20.55,20.75,"712,342"
642,2021-08-31,20.85,21.65,20.35,20.75,"1,242,603"
643,2021-08-30,20.9,21.2,20.7,20.85,"530,238"
644,2021-08-27,20.2,21.0,19.85,20.6,"626,872"
645,2021-08-26,20.45,20.55,19.65,20.2,"456,804"
646,2021-08-25,19.95,20.65,19.7,20.45,"1,121,735"
647,2021-08-24,19.3,19.95,19.15,19.65,"674,153"
648,2021-08-23,20.4,20.4,19.0,19.25,"1,182,404"
649,2021-08-20,20.1,20.45,19.85,19.95,"733,877"
650,2021-08-18,20.8,21.15,20.35,20.5,"724,582"
651,2021-08-17,20.5,21.15,20.15,20.75,"834,671"
652,2021-08-16,21.4,21.4,20.5,20.6,"790,914"
653,2021-08-13,21.55,21.85,21.15,21.2,"934,913"
654,2021-08-12,20.35,21.9,20.25,21.35,"2,603,058"
655,2021-08-11,20.5,20.5,19.6,20.2,"2,400,523"
656,2021-08-10,21.35,21.35,20.25,20.65,"1,578,644"
657,2021-08-09,21.85,22.45,21.2,21.35,"1,268,201"
658,2021-08-06,22.1,22.7,21.8,21.95,"1,634,201"
659,2021-08-05,23.0,23.25,21.7,21.9,"2,225,198"
660,2021-08-04,22.9,23.35,22.8,23.0,"1,743,634"
661,2021-08-03,21.0,23.55,21.0,22.95,"1,641,835"
662,2021-08-02,24.5,24.65,23.4,23.75,"1,077,000"
663,2021-07-30,24.5,24.95,24.2,24.3,"685,797"
664,2021-07-29,24.8,24.85,24.4,24.5,"823,395"
665,2021-07-28,24.95,25.25,24.2,24.45,"1,677,530"
666,2021-07-27,24.95,25.5,24.6,24.8,"904,757"
667,2021-07-26,25.5,25.7,24.8,24.9,"932,628"
668,2021-07-23,25.1,26.15,24.25,25.4,"2,080,200"
669,2021-07-22,25.0,26.85,24.8,24.9,"2,518,770"
670,2021-07-20,24.1,24.45,23.4,23.65,"1,564,937"
671,2021-07-19,24.95,25.2,24.5,24.7,"2,258,340"
672,2021-07-16,25.9,25.9,25.25,25.4,"621,616"
673,2021-07-15,25.9,26.1,25.45,25.55,"897,707"
674,2021-07-14,26.95,26.95,25.05,25.65,"2,642,963"
675,2021-07-13,26.45,27.25,26.05,27.05,"2,195,787"
676,2021-07-12,26.2,26.65,26.0,26.1,"1,461,468"
677,2021-07-09,26.1,26.4,25.75,26.1,"1,658,032"
678,2021-07-08,26.8,27.1,26.1,26.3,"1,781,794"
679,2021-07-07,26.15,27.45,26.15,26.8,"2,214,736"
680,2021-07-06,27.4,27.45,25.85,26.2,"2,868,665"
681,2021-07-05,28.15,28.35,27.0,27.25,"2,778,104"
682,2021-07-02,28.0,28.9,27.05,27.9,"2,389,308"
683,2021-07-01,28.45,29.1,27.6,27.85,"2,904,194"
684,2021-06-30,26.2,29.65,26.1,28.1,"7,804,660"
685,2021-06-29,26.3,26.5,25.55,25.95,"2,236,742"
686,2021-06-28,25.45,26.6,24.8,26.3,"9,433,958"
687,2021-06-25,22.7,25.4,22.7,24.8,"5,893,716"
688,2021-06-24,24.1,24.15,22.9,23.15,"2,194,920"
689,2021-06-23,25.45,25.45,23.6,23.95,"2,540,908"
690,2021-06-22,27.4,28.3,25.0,25.2,"15,125,790"
691,2021-06-21,19.9,24.3,19.5,24.3,"12,410,660"
692,2021-06-18,20.9,20.95,19.4,20.25,"1,873,122"
693,2021-06-17,20.5,21.45,20.3,20.6,"1,527,400"
694,2021-06-16,20.85,21.0,20.4,20.7,"1,201,482"
695,2021-06-15,20.9,21.2,20.6,20.8,"1,367,756"
696,2021-06-14,21.8,21.8,20.4,20.85,"2,086,432"
697,2021-06-11,21.45,21.95,21.3,21.45,"1,266,674"
698,2021-06-10,21.65,21.9,20.75,21.4,"3,124,976"
699,2021-06-09,22.95,23.15,21.5,21.65,"4,585,965"
700,2021-06-08,23.7,24.45,22.2,23.0,"7,602,284"
701,2021-06-07,22.95,24.45,22.5,23.0,"8,976,473"
702,2021-06-04,21.25,22.7,20.7,21.3,"4,958,665"
703,2021-06-03,20.9,21.3,19.6,20.75,"5,474,806"
704,2021-06-02,18.55,20.45,18.55,20.25,"4,380,833"
705,2021-06-01,19.0,19.05,18.5,18.6,"483,244"
706,2021-05-31,19.4,19.45,18.8,18.95,"1,310,469"
707,2021-05-28,19.6,19.7,19.2,19.3,"962,926"
708,2021-05-27,19.1,19.45,18.95,19.3,"701,836"
709,2021-05-26,19.1,19.4,19.05,19.1,"1,064,427"
710,2021-05-25,19.6,19.65,19.1,19.2,"749,931"
711,2021-05-24,18.8,19.5,18.7,19.2,"3,289,243"
712,2021-05-21,18.45,18.6,18.15,18.5,"760,466"
713,2021-05-20,18.7,18.9,18.0,18.15,"603,394"
714,2021-05-19,18.0,19.4,17.5,18.6,"3,789,491"
715,2021-05-18,18.15,18.3,17.7,17.9,"466,521"
716,2021-05-17,18.05,18.25,17.75,18.0,"684,284"
717,2021-05-14,18.9,19.05,17.3,17.6,"1,674,715"
718,2021-05-12,17.2,18.8,17.1,18.4,"6,528,633"
719,2021-05-11,16.3,17.15,16.3,17.1,"1,779,316"
720,2021-05-10,16.45,16.75,16.45,16.6,"717,685"
721,2021-05-07,16.5,17.1,16.2,16.4,"997,525"
722,2021-05-06,16.95,17.2,16.3,16.6,"970,689"
723,2021-05-05,17.1,17.2,16.65,16.8,"945,042"
724,2021-05-04,16.3,17.4,16.3,16.8,"2,067,124"
725,2021-05-03,16.05,16.3,16.05,16.25,"784,105"
726,2021-04-30,16.2,16.4,16.15,16.35,"340,962"
727,2021-04-29,16.6,16.75,16.2,16.35,"634,082"
728,2021-04-28,16.4,16.7,16.3,16.6,"782,885"
729,2021-04-27,16.3,16.5,16.1,16.4,"315,634"
730,2021-04-26,16.05,16.4,16.05,16.15,"810,803"
731,2021-04-23,16.0,16.3,16.0,16.1,"442,713"
732,2021-04-22,16.05,16.35,15.85,16.15,"549,815"
733,2021-04-20,16.2,16.8,16.15,16.25,"478,630"
734,2021-04-19,16.5,16.55,15.8,16.25,"827,947"
735,2021-04-16,17.5,17.8,17.0,17.1,"1,452,700"
736,2021-04-15,17.2,18.15,17.0,17.4,"833,061"
737,2021-04-13,17.2,18.4,17.0,18.05,"1,704,966"
738,2021-04-12,17.9,18.9,16.6,16.85,"2,919,263"
739,2021-04-09,16.65,18.15,16.6,18.15,"3,716,591"
740,2021-04-08,17.05,17.05,16.3,16.5,"931,851"
741,2021-04-07,16.3,17.05,16.15,16.65,"1,817,778"
742,2021-04-06,16.2,16.8,16.05,16.35,"1,212,208"
743,2021-04-05,17.45,17.45,16.3,16.3,"1,775,623"
744,2021-04-01,16.8,17.15,16.65,17.15,"2,619,700"
745,2021-03-31,16.6,16.6,16.25,16.35,"498,293"
746,2021-03-30,16.5,16.55,16.0,16.25,"455,909"
747,2021-03-26,16.6,16.75,16.3,16.3,"596,006"
748,2021-03-25,16.85,16.85,16.0,16.3,"886,738"
749,2021-03-24,17.1,17.4,16.5,16.75,"1,588,815"
750,2021-03-23,16.2,16.65,16.2,16.65,"2,744,741"
751,2021-03-22,16.3,16.75,15.8,15.9,"1,798,784"
752,2021-03-19,16.45,16.85,16.25,16.35,"3,608,331"
753,2021-03-18,18.0,18.3,17.1,17.1,"2,073,107"
754,2021-03-17,18.85,19.35,17.9,17.95,"1,768,144"
755,2021-03-16,19.1,19.3,18.45,18.8,"1,233,586"
756,2021-03-15,19.8,19.8,18.95,19.15,"1,489,992"
757,2021-03-12,19.05,19.6,18.7,18.95,"1,904,502"
758,2021-03-10,19.4,19.4,18.5,18.7,"2,845,502"
759,2021-03-09,19.35,19.45,18.25,19.4,"3,703,049"
760,2021-03-08,18.5,18.55,18.3,18.55,"1,631,356"
761,2021-03-05,18.0,18.15,17.6,17.7,"1,446,822"
762,2021-03-04,18.05,18.3,17.75,17.95,"1,487,270"
763,2021-03-03,18.45,18.7,18.05,18.15,"2,871,288"
764,2021-03-02,18.85,18.85,17.95,18.05,"1,893,225"
765,2021-03-01,19.95,20.0,18.5,18.65,"1,164,322"
766,2021-02-26,19.5,20.4,18.8,19.24,"5,428,868"
767,2021-02-25,19.68,19.77,19.28,19.77,"2,089,867"
768,2021-02-24,17.94,18.83,17.9,18.83,"7,342,569"
769,2021-02-23,19.0,19.15,17.75,17.94,"8,132,162"
770,2021-02-22,19.85,20.37,19.48,19.48,"10,281,190"
771,2021-02-19,25.9,26.4,21.64,21.64,"19,292,990"
772,2021-02-18,22.85,24.04,21.0,24.04,"21,599,760"
773,2021-02-17,16.99,20.04,16.55,20.04,"18,248,660"
774,2021-02-16,15.8,16.72,15.3,16.7,"14,257,380"
775,2021-02-15,14.09,14.27,13.9,13.94,"482,726"
776,2021-02-12,14.3,14.4,14.06,14.09,"312,654"
777,2021-02-11,14.32,14.53,14.23,14.29,"488,706"
778,2021-02-10,14.85,14.97,14.28,14.33,"853,368"
779,2021-02-09,15.0,15.16,14.64,14.81,"820,736"
780,2021-02-08,15.15,15.26,14.8,14.83,"618,454"
781,2021-02-05,14.55,15.49,14.55,14.78,"1,597,588"
782,2021-02-04,14.09,14.45,14.05,14.4,"783,854"
783,2021-02-03,14.3,14.3,13.91,14.09,"501,978"
784,2021-02-02,14.4,14.56,14.03,14.09,"426,290"
785,2021-02-01,13.55,14.54,13.55,14.26,"1,073,858"
786,2021-01-29,13.65,13.69,13.31,13.54,"447,879"
787,2021-01-28,12.55,13.4,12.48,13.2,"1,119,399"
788,2021-01-27,13.35,13.7,12.68,12.73,"599,860"
789,2021-01-25,14.25,14.25,13.25,13.34,"299,872"
790,2021-01-22,14.05,14.1,13.76,13.79,"429,232"
791,2021-01-21,14.41,14.65,14.0,14.05,"508,918"
792,2021-01-20,14.1,14.43,14.01,14.39,"1,442,481"
793,2021-01-19,13.9,14.2,13.81,14.01,"709,448"
794,2021-01-18,13.83,13.95,13.62,13.72,"243,282"
795,2021-01-15,13.98,14.08,13.75,13.83,"602,381"
796,2021-01-14,14.46,14.5,13.94,14.0,"840,767"
797,2021-01-13,14.62,14.7,14.22,14.46,"723,813"
798,2021-01-12,13.85,14.7,13.69,14.53,"2,315,222"
799,2021-01-11,14.2,14.2,13.81,13.85,"624,791"
800,2021-01-08,14.1,14.24,13.93,14.01,"1,042,371"
801,2021-01-07,14.1,14.16,14.01,14.06,"751,503"
802,2021-01-06,14.1,14.22,13.91,14.01,"842,391"
803,2021-01-05,14.16,14.16,13.85,14.09,"535,947"
804,2021-01-04,14.2,14.5,14.06,14.13,"974,296"
805,2021-01-01,13.85,14.2,13.8,14.1,"1,114,055"
806,2020-12-31,14.1,14.1,13.57,13.85,"827,544"
807,2020-12-30,14.04,14.04,13.68,13.77,"713,634"
808,2020-12-29,14.09,14.18,13.75,13.9,"1,154,099"
809,2020-12-28,14.2,14.39,13.98,14.05,"1,050,538"
810,2020-12-24,14.1,14.19,13.77,13.86,"753,192"
811,2020-12-23,13.4,13.88,13.31,13.79,"1,251,233"
812,2020-12-22,12.5,13.5,12.21,13.35,"1,849,103"
813,2020-12-21,13.6,13.67,12.7,12.86,"2,127,569"
814,2020-12-18,14.2,14.25,13.5,13.71,"2,083,958"
815,2020-12-17,14.42,14.46,14.2,14.25,"1,207,298"
816,2020-12-16,14.95,14.95,14.42,14.51,"2,186,790"
817,2020-12-15,15.0,15.11,14.66,14.71,"2,357,607"
818,2020-12-14,15.15,15.47,14.85,14.98,"1,906,935"
819,2020-12-11,15.0,15.36,14.51,14.88,"2,122,454"
820,2020-12-10,15.42,15.52,14.72,14.96,"2,874,177"
821,2020-12-09,16.3,16.96,15.35,15.42,"5,955,141"
822,2020-12-08,15.45,15.8,15.15,15.66,"1,993,407"
823,2020-12-07,14.9,15.0,14.57,14.95,"1,278,813"
824,2020-12-04,14.16,14.56,13.81,14.24,"1,336,268"
825,2020-12-03,13.5,14.15,13.44,13.99,"2,095,413"
826,2020-12-02,13.02,13.55,13.02,13.37,"1,455,226"
827,2020-12-01,12.8,13.15,12.67,13.02,"1,520,673"
828,2020-11-27,12.9,12.9,12.45,12.71,"1,441,522"
829,2020-11-26,12.25,12.55,12.25,12.48,"1,384,131"
830,2020-11-25,11.96,12.69,11.86,12.21,"2,163,263"
831,2020-11-24,11.85,11.85,11.71,11.8,"617,360"
832,2020-11-23,11.74,11.85,11.65,11.78,"1,762,773"
833,2020-11-20,11.56,11.85,11.49,11.68,"1,256,517"
834,2020-11-19,11.7,11.75,11.5,11.56,"920,236"
835,2020-11-18,11.8,11.87,11.55,11.78,"900,814"
836,2020-11-17,11.75,11.76,11.57,11.7,"424,240"
837,2020-11-13,11.65,11.65,11.29,11.41,"515,408"
838,2020-11-12,11.8,11.9,11.6,11.63,"694,358"
839,2020-11-11,11.85,12.14,11.76,11.88,"688,630"
840,2020-11-10,11.52,11.94,11.51,11.83,"1,358,734"
841,2020-11-09,11.57,11.79,11.51,11.55,"750,125"
842,2020-11-06,11.1,11.72,11.1,11.57,"1,758,632"
843,2020-11-05,11.05,11.25,11.05,11.15,"723,786"
844,2020-11-04,11.15,11.15,10.97,11.02,"316,957"
845,2020-11-03,11.08,11.14,10.95,11.08,"440,807"
846,2020-11-02,11.12,11.12,10.87,10.99,"575,970"
847,2020-10-30,10.95,11.06,10.92,10.98,"288,473"
848,2020-10-29,10.84,11.05,10.72,10.98,"549,963"
849,2020-10-28,10.99,11.1,10.93,10.96,"622,269"
850,2020-10-27,11.12,11.25,10.99,11.11,"445,663"
851,2020-10-26,11.44,11.44,11.06,11.12,"527,521"
852,2020-10-23,10.9,11.45,10.66,11.18,"1,203,208"
853,2020-10-22,10.74,10.85,10.66,10.71,"629,053"
854,2020-10-21,10.95,11.11,10.72,10.77,"568,562"
855,2020-10-20,11.31,11.46,10.74,10.83,"1,838,817"
856,2020-10-19,10.35,11.23,10.04,11.23,"2,669,631"
857,2020-10-16,10.99,10.99,10.13,10.21,"1,807,788"
858,2020-10-15,11.19,11.25,10.64,10.76,"1,202,020"
859,2020-10-14,11.8,11.8,11.01,11.17,"988,794"
860,2020-10-13,12.12,12.12,11.11,11.45,"1,920,826"
861,2020-10-12,12.45,12.64,11.85,11.95,"751,276"
862,2020-10-09,12.7,12.9,12.35,12.45,"522,344"
863,2020-10-08,12.85,13.5,12.51,12.62,"542,981"
864,2020-10-07,13.46,13.6,12.76,12.86,"387,775"
865,2020-10-06,14.0,14.0,13.4,13.49,"201,185"
866,2020-10-05,14.0,14.25,13.75,13.8,"264,997"
867,2020-10-01,14.3,14.66,13.82,14.02,"471,605"
868,2020-09-30,15.55,15.55,14.25,14.35,"546,122"
869,2020-09-29,16.35,16.35,15.65,15.8,"101,711"
870,2020-09-28,16.5,16.6,16.0,16.1,"163,743"
871,2020-09-25,16.6,16.6,15.85,16.2,"164,808"
872,2020-09-24,16.4,16.95,15.75,16.6,"112,972"
873,2020-09-23,17.2,17.4,15.5,16.55,"262,074"
874,2020-09-22,15.0,17.45,14.65,17.2,"770,108"
875,2020-09-21,15.25,15.85,14.9,15.05,"189,442"
876,2020-09-18,16.25,16.3,15.7,15.8,"51,248"
